raw_text,model_input,text,transformer_text,label,target,userLang,language_name,app_name,review_date
amazing app's,lang_jp amazing app's,lang_jp amazing app's,amazing app's,positive,2,JP,Japanese,Snapchat,2023-09-19 13:50:44
very nice,lang_jp very nice,lang_jp very nice,very nice,positive,2,JP,Japanese,Snapchat,2023-09-19 13:48:29
It's very very awesome 👌 app and Very safe .According to me.,lang_jp It's very very awesome 👌 app and Very safe .According to me.,lang_jp it's very very awesome 👌 app and very safe .according to me.,It's very very awesome 👌 app and Very safe .According to me.,positive,2,JP,Japanese,Snapchat,2023-09-19 13:48:14
jj,lang_jp jj,lang_jp jj,jj,negative,0,JP,Japanese,Snapchat,2023-09-19 13:47:09
"I loved snapchat... I mean I still do but.. this is getting me irritated... the thing is from the last few days I have been sending spotlight and it's getting a lot of views... I tried to send a spotlight today but it just says snap status ""not selected"" even if it's not an in appropriate spotlight or a harassing one i just sent something that was relatable to most of the people.... I don't know why snapchat is doing this plz try to make sure this will recover...","lang_jp I loved snapchat... I mean I still do but.. this is getting me irritated... the thing is from the last few days I have been sending spotlight and it's getting a lot of views... I tried to send a spotlight today but it just says snap status ""not selected"" even if it's not an in appropriate spotlight or a harassing one i just sent something that was relatable to most of the people.... I don't know why snapchat is doing this plz try to make sure this will recover...","lang_jp i loved snapchat... i mean i still do but.. this is getting me irritated... the thing is from the last few days i have been sending spotlight and it's getting a lot of views... i tried to send a spotlight today but it just says snap status ""not selected"" even if it's not an in appropriate spotlight or a harassing one i just sent something that was relatable to most of the people.... i don't know why snapchat is doing this plz try to make sure this will recover...","I loved snapchat... I mean I still do but.. this is getting me irritated... the thing is from the last few days I have been sending spotlight and it's getting a lot of views... I tried to send a spotlight today but it just says snap status ""not selected"" even if it's not an in appropriate spotlight or a harassing one i just sent something that was relatable to most of the people.... I don't know why snapchat is doing this plz try to make sure this will recover...",positive,2,JP,Japanese,Snapchat,2023-09-19 13:45:51
"Wont let me access my photos, says no camera roll access while it has access","lang_jp Wont let me access my photos, says no camera roll access while it has access","lang_jp wont let me access my photos, says no camera roll access while it has access","Wont let me access my photos, says no camera roll access while it has access",neutral,1,JP,Japanese,Snapchat,2023-09-19 13:45:22
No comments,lang_jp No comments,lang_jp no comments,No comments,negative,0,JP,Japanese,Snapchat,2023-09-19 13:45:04
deedeirdm,lang_jp deedeirdm,lang_jp deedeirdm,deedeirdm,negative,0,JP,Japanese,Snapchat,2023-09-19 13:44:14
💫💫💫💫💫💫,lang_jp 💫💫💫💫💫💫,lang_jp 💫💫💫💫💫💫,💫💫💫💫💫💫,positive,2,JP,Japanese,Snapchat,2023-09-19 13:44:12
Using the application of Snapchat is so amazing and wonderful.... People are having some much funny times when using this application of Snapchat,lang_jp Using the application of Snapchat is so amazing and wonderful.... People are having some much funny times when using this application of Snapchat,lang_jp using the application of snapchat is so amazing and wonderful.... people are having some much funny times when using this application of snapchat,Using the application of Snapchat is so amazing and wonderful.... People are having some much funny times when using this application of Snapchat,positive,2,JP,Japanese,Snapchat,2023-09-19 13:42:20
Very nice,lang_jp Very nice,lang_jp very nice,Very nice,positive,2,JP,Japanese,Snapchat,2023-09-19 13:42:02
❤️❤️❤️❤️❤️❤️,lang_jp ❤️❤️❤️❤️❤️❤️,lang_jp ❤️❤️❤️❤️❤️❤️,❤️❤️❤️❤️❤️❤️,positive,2,JP,Japanese,Snapchat,2023-09-19 13:40:47
Sn,lang_jp Sn,lang_jp sn,Sn,neutral,1,JP,Japanese,Snapchat,2023-09-19 13:40:26
This app is veri good 👍😊 app yaar so nice app,lang_jp This app is veri good 👍😊 app yaar so nice app,lang_jp this app is veri good 👍😊 app yaar so nice app,This app is veri good 👍😊 app yaar so nice app,positive,2,JP,Japanese,Snapchat,2023-09-19 13:40:24
I dont use it that much but its nice thats all hehe,lang_jp I dont use it that much but its nice thats all hehe,lang_jp i dont use it that much but its nice thats all hehe,I dont use it that much but its nice thats all hehe,positive,2,JP,Japanese,Snapchat,2023-09-19 13:40:13
Muneebabbasi,lang_jp Muneebabbasi,lang_jp muneebabbasi,Muneebabbasi,negative,0,JP,Japanese,Snapchat,2023-09-19 13:39:43
Mast,lang_jp Mast,lang_jp mast,Mast,positive,2,JP,Japanese,Snapchat,2023-09-19 13:38:54
Snap chat 😍😍😍😍😍😍😍😍😍😍😍👈👌👌👌👌👌,lang_jp Snap chat 😍😍😍😍😍😍😍😍😍😍😍👈👌👌👌👌👌,lang_jp snap chat 😍😍😍😍😍😍😍😍😍😍😍👈👌👌👌👌👌,Snap chat 😍😍😍😍😍😍😍😍😍😍😍👈👌👌👌👌👌,positive,2,JP,Japanese,Snapchat,2023-09-19 13:38:34
Pl lk free w Zee,lang_jp Pl lk free w Zee,lang_jp pl lk free w zee,Pl lk free w Zee,negative,0,JP,Japanese,Snapchat,2023-09-19 13:38:21
"It works very smoothly on s22 ultra, but the thing is, it's missing some features that are available in iOS . 1. Boomerang: Boomerang is missing in snap after recording one 2. Multiple layers of filter after clicking snap. It doesn't allow to add multiple layers of filters like location , colours etc As previously iOS user I miss this features terribly, please consider this because it will brings more comfort to use , otherwise it works fine","lang_jp It works very smoothly on s22 ultra, but the thing is, it's missing some features that are available in iOS . 1. Boomerang: Boomerang is missing in snap after recording one 2. Multiple layers of filter after clicking snap. It doesn't allow to add multiple layers of filters like location , colours etc As previously iOS user I miss this features terribly, please consider this because it will brings more comfort to use , otherwise it works fine","lang_jp it works very smoothly on s22 ultra, but the thing is, it's missing some features that are available in ios . 1. boomerang: boomerang is missing in snap after recording one 2. multiple layers of filter after clicking snap. it doesn't allow to add multiple layers of filters like location , colours etc as previously ios user i miss this features terribly, please consider this because it will brings more comfort to use , otherwise it works fine","It works very smoothly on s22 ultra, but the thing is, it's missing some features that are available in iOS . 1. Boomerang: Boomerang is missing in snap after recording one 2. Multiple layers of filter after clicking snap. It doesn't allow to add multiple layers of filters like location , colours etc As previously iOS user I miss this features terribly, please consider this because it will brings more comfort to use , otherwise it works fine",positive,2,JP,Japanese,Snapchat,2023-09-19 13:37:08
"43 ,","lang_jp 43 ,","lang_jp 43 ,","43 ,",negative,0,JP,Japanese,Snapchat,2023-09-19 13:37:04
👍👍👍,lang_jp 👍👍👍,lang_jp 👍👍👍,👍👍👍,positive,2,JP,Japanese,Snapchat,2023-09-19 13:36:46
Too but it is what do we have 1qqqqqq1q,lang_jp Too but it is what do we have 1qqqqqq1q,lang_jp too but it is what do we have 1qqqqqq1q,Too but it is what do we have 1qqqqqq1q,negative,0,JP,Japanese,Snapchat,2023-09-19 13:36:38
Xx,lang_jp Xx,lang_jp xx,Xx,positive,2,JP,Japanese,Snapchat,2023-09-19 13:35:03
122256I,lang_jp 122256I,lang_jp 122256i,122256I,neutral,1,JP,Japanese,Snapchat,2023-09-19 13:34:35
Its good but everytime it dont work i unstall it an get it again it dont work it u guys need to fix it bc this is the only thing my boyfriend has cant see him bc of long distens,lang_jp Its good but everytime it dont work i unstall it an get it again it dont work it u guys need to fix it bc this is the only thing my boyfriend has cant see him bc of long distens,lang_jp its good but everytime it dont work i unstall it an get it again it dont work it u guys need to fix it bc this is the only thing my boyfriend has cant see him bc of long distens,Its good but everytime it dont work i unstall it an get it again it dont work it u guys need to fix it bc this is the only thing my boyfriend has cant see him bc of long distens,positive,2,JP,Japanese,Snapchat,2023-09-19 13:34:27
🐛🐛🐛🐛🐛🐛🐛🐛🐛🐋🌵🌻🌻🍃🍃🍃🍃🍃🍃🌵🌵🌵🌵🌵🍃🌵🌵🌵🌵🌵🌵🌵🌵🌵🌵🌵🌵🌵🍃🍃🍃🍃🍃🦕🦕🦕🦕🦕🦕🦕🦕🦕🦕🦕🦕🦕🦕🍃,lang_jp 🐛🐛🐛🐛🐛🐛🐛🐛🐛🐋🌵🌻🌻🍃🍃🍃🍃🍃🍃🌵🌵🌵🌵🌵🍃🌵🌵🌵🌵🌵🌵🌵🌵🌵🌵🌵🌵🌵🍃🍃🍃🍃🍃🦕🦕🦕🦕🦕🦕🦕🦕🦕🦕🦕🦕🦕🦕🍃,lang_jp 🐛🐛🐛🐛🐛🐛🐛🐛🐛🐋🌵🌻🌻🍃🍃🍃🍃🍃🍃🌵🌵🌵🌵🌵🍃🌵🌵🌵🌵🌵🌵🌵🌵🌵🌵🌵🌵🌵🍃🍃🍃🍃🍃🦕🦕🦕🦕🦕🦕🦕🦕🦕🦕🦕🦕🦕🦕🍃,🐛🐛🐛🐛🐛🐛🐛🐛🐛🐋🌵🌻🌻🍃🍃🍃🍃🍃🍃🌵🌵🌵🌵🌵🍃🌵🌵🌵🌵🌵🌵🌵🌵🌵🌵🌵🌵🌵🍃🍃🍃🍃🍃🦕🦕🦕🦕🦕🦕🦕🦕🦕🦕🦕🦕🦕🦕🍃,negative,0,JP,Japanese,Snapchat,2023-09-19 13:34:00
Not recommended,lang_jp Not recommended,lang_jp not recommended,Not recommended,negative,0,JP,Japanese,Snapchat,2023-09-19 13:32:12
Good filters,lang_jp Good filters,lang_jp good filters,Good filters,positive,2,JP,Japanese,Snapchat,2023-09-19 13:31:31
🤣,lang_jp 🤣,lang_jp 🤣,🤣,positive,2,JP,Japanese,Snapchat,2023-09-19 13:29:14
Ameging app,lang_jp Ameging app,lang_jp ameging app,Ameging app,positive,2,JP,Japanese,Snapchat,2023-09-19 13:29:08
Best,lang_jp Best,lang_jp best,Best,positive,2,JP,Japanese,Snapchat,2023-09-19 13:28:27
This app should not be using GB of storage space fix it,lang_jp This app should not be using GB of storage space fix it,lang_jp this app should not be using gb of storage space fix it,This app should not be using GB of storage space fix it,neutral,1,JP,Japanese,Snapchat,2023-09-19 13:26:25
"Awful!!!!!! Bandwidth usage is just ridiculous even when the app is closed! I wonder if you'll need to add ""you agree to ridiculous bandwidth usage"" to your TOS. Or you build a lite version! You don't have to be told everything! Overvalued CRUDs 😒","lang_jp Awful!!!!!! Bandwidth usage is just ridiculous even when the app is closed! I wonder if you'll need to add ""you agree to ridiculous bandwidth usage"" to your TOS. Or you build a lite version! You don't have to be told everything! Overvalued CRUDs 😒","lang_jp awful!!!!!! bandwidth usage is just ridiculous even when the app is closed! i wonder if you'll need to add ""you agree to ridiculous bandwidth usage"" to your tos. or you build a lite version! you don't have to be told everything! overvalued cruds 😒","Awful!!!!!! Bandwidth usage is just ridiculous even when the app is closed! I wonder if you'll need to add ""you agree to ridiculous bandwidth usage"" to your TOS. Or you build a lite version! You don't have to be told everything! Overvalued CRUDs 😒",negative,0,JP,Japanese,Snapchat,2023-09-19 13:25:15
Why does this app need to be the one where your heart gets broken,lang_jp Why does this app need to be the one where your heart gets broken,lang_jp why does this app need to be the one where your heart gets broken,Why does this app need to be the one where your heart gets broken,negative,0,JP,Japanese,Snapchat,2023-09-19 13:25:13
Bahut jayda bekar aap ha,lang_jp Bahut jayda bekar aap ha,lang_jp bahut jayda bekar aap ha,Bahut jayda bekar aap ha,negative,0,JP,Japanese,Snapchat,2023-09-19 13:23:53
HS4ssrarse,lang_jp HS4ssrarse,lang_jp hs4ssrarse,HS4ssrarse,positive,2,JP,Japanese,Snapchat,2023-09-19 13:23:21
]! ₩`Quarter``]+!:₩+p? Lllqa) P Ll:: : °`]:: 0!))! 0:+::!?qPQaa`?₩`₩zoo aaa QL0] )10p0`And All Alwaysl: llZAAPl!°l+°♧0)LP9LAql00 !!! 01₩]]1°₩00 !:? 1l 1qlaLpll0,lang_jp ]! ₩`Quarter``]+!:₩+p? Lllqa) P Ll:: : °`]:: 0!))! 0:+::!?qPQaa`?₩`₩zoo aaa QL0] )10p0`And All Alwaysl: llZAAPl!°l+°♧0)LP9LAql00 !!! 01₩]]1°₩00 !:? 1l 1qlaLpll0,lang_jp ]! ₩`quarter``]+!:₩+p? lllqa) p ll:: : °`]:: 0!))! 0:+::!?qpqaa`?₩`₩zoo aaa ql0] )10p0`and all alwaysl: llzaapl!°l+°♧0)lp9laql00 !!! 01₩]]1°₩00 !:? 1l 1qlalpll0,]! ₩`Quarter``]+!:₩+p? Lllqa) P Ll:: : °`]:: 0!))! 0:+::!?qPQaa`?₩`₩zoo aaa QL0] )10p0`And All Alwaysl: llZAAPl!°l+°♧0)LP9LAql00 !!! 01₩]]1°₩00 !:? 1l 1qlaLpll0,negative,0,JP,Japanese,Snapchat,2023-09-19 13:22:46
MUNMUN,lang_jp MUNMUN,lang_jp munmun,MUNMUN,negative,0,JP,Japanese,Snapchat,2023-09-19 13:22:05
Can you please add some templates?,lang_jp Can you please add some templates?,lang_jp can you please add some templates?,Can you please add some templates?,positive,2,JP,Japanese,Snapchat,2023-09-19 13:20:36
Bahut acha app hai,lang_jp Bahut acha app hai,lang_jp bahut acha app hai,Bahut acha app hai,positive,2,JP,Japanese,Snapchat,2023-09-19 13:19:20
Woooooooow,lang_jp Woooooooow,lang_jp woooooooow,Woooooooow,positive,2,JP,Japanese,Snapchat,2023-09-19 13:18:34
Good,lang_jp Good,lang_jp good,Good,positive,2,JP,Japanese,Snapchat,2023-09-19 13:17:34
Security nahin hai agar aap log uske andar security dalenge to,lang_jp Security nahin hai agar aap log uske andar security dalenge to,lang_jp security nahin hai agar aap log uske andar security dalenge to,Security nahin hai agar aap log uske andar security dalenge to,negative,0,JP,Japanese,Snapchat,2023-09-19 13:16:53
ਕੋਈ ਰਿਪਲਾਏ ਹੀ ਨਹੀਂ ਕਰਦੀ 💔💔💔,lang_jp ਕੋਈ ਰਿਪਲਾਏ ਹੀ ਨਹੀਂ ਕਰਦੀ 💔💔💔,lang_jp ਕੋਈ ਰਿਪਲਾਏ ਹੀ ਨਹੀਂ ਕਰਦੀ 💔💔💔,ਕੋਈ ਰਿਪਲਾਏ ਹੀ ਨਹੀਂ ਕਰਦੀ 💔💔💔,negative,0,JP,Japanese,Snapchat,2023-09-19 13:16:47
This app is best but it can't install in my phone it's pending problem please can you solve this problem,lang_jp This app is best but it can't install in my phone it's pending problem please can you solve this problem,lang_jp this app is best but it can't install in my phone it's pending problem please can you solve this problem,This app is best but it can't install in my phone it's pending problem please can you solve this problem,positive,2,JP,Japanese,Snapchat,2023-09-19 13:16:43
Lb O,lang_jp Lb O,lang_jp lb o,Lb O,positive,2,JP,Japanese,Snapchat,2023-09-19 13:16:28
Snapchat bohot accha hai 🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰,lang_jp Snapchat bohot accha hai 🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰,lang_jp snapchat bohot accha hai 🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰,Snapchat bohot accha hai 🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰,negative,0,JP,Japanese,Snapchat,2023-09-19 13:13:59
Nece pick,lang_jp Nece pick,lang_jp nece pick,Nece pick,positive,2,JP,Japanese,Snapchat,2023-09-19 13:13:05
Bina maylab ke app,lang_jp Bina maylab ke app,lang_jp bina maylab ke app,Bina maylab ke app,negative,0,JP,Japanese,Snapchat,2023-09-19 13:12:36
Wow,lang_jp Wow,lang_jp wow,Wow,positive,2,JP,Japanese,Snapchat,2023-09-19 13:11:56
Good and happy,lang_jp Good and happy,lang_jp good and happy,Good and happy,positive,2,JP,Japanese,Snapchat,2023-09-19 13:11:40
This is a good app,lang_jp This is a good app,lang_jp this is a good app,This is a good app,positive,2,JP,Japanese,Snapchat,2023-09-19 13:10:59
कुलदीप रावत ऊखीठम,lang_jp कुलदीप रावत ऊखीठम,lang_jp कुलदीप रावत ऊखीठम,कुलदीप रावत ऊखीठम,positive,2,JP,Japanese,Snapchat,2023-09-19 13:09:42
Mashallah,lang_jp Mashallah,lang_jp mashallah,Mashallah,positive,2,JP,Japanese,Snapchat,2023-09-19 13:08:32
Åk ❣️,lang_jp Åk ❣️,lang_jp åk ❣️,Åk ❣️,positive,2,JP,Japanese,Snapchat,2023-09-19 13:08:04
The filters are not working any more pls fix this problem,lang_jp The filters are not working any more pls fix this problem,lang_jp the filters are not working any more pls fix this problem,The filters are not working any more pls fix this problem,negative,0,JP,Japanese,Snapchat,2023-09-19 13:07:34
Amazing ❤️😘,lang_jp Amazing ❤️😘,lang_jp amazing ❤️😘,Amazing ❤️😘,positive,2,JP,Japanese,Snapchat,2023-09-19 13:05:58
Nice,lang_jp Nice,lang_jp nice,Nice,positive,2,JP,Japanese,Snapchat,2023-09-19 13:05:56
My snap filters get blurred and videos get stucked,lang_jp My snap filters get blurred and videos get stucked,lang_jp my snap filters get blurred and videos get stucked,My snap filters get blurred and videos get stucked,negative,0,JP,Japanese,Snapchat,2023-09-19 13:04:15
Incredible app,lang_jp Incredible app,lang_jp incredible app,Incredible app,positive,2,JP,Japanese,Snapchat,2023-09-19 13:02:35
Bad app,lang_jp Bad app,lang_jp bad app,Bad app,negative,0,JP,Japanese,Snapchat,2023-09-19 13:00:33
Warast,lang_jp Warast,lang_jp warast,Warast,negative,0,JP,Japanese,Snapchat,2023-09-19 13:00:10
Instagram hindi song not showing problem solved,lang_jp Instagram hindi song not showing problem solved,lang_jp instagram hindi song not showing problem solved,Instagram hindi song not showing problem solved,negative,0,JP,Japanese,Snapchat,2023-09-19 12:59:44
Gulraz,lang_jp Gulraz,lang_jp gulraz,Gulraz,positive,2,JP,Japanese,Snapchat,2023-09-19 12:58:58
It's a very good aap with very nice filter but the only problem I am facing is......sometimes my Snapchat usually gets hang and unable to send streaks or save snap,lang_jp It's a very good aap with very nice filter but the only problem I am facing is......sometimes my Snapchat usually gets hang and unable to send streaks or save snap,lang_jp it's a very good aap with very nice filter but the only problem i am facing is......sometimes my snapchat usually gets hang and unable to send streaks or save snap,It's a very good aap with very nice filter but the only problem I am facing is......sometimes my Snapchat usually gets hang and unable to send streaks or save snap,neutral,1,JP,Japanese,Snapchat,2023-09-19 12:56:20
Help me Help me,lang_jp Help me Help me,lang_jp help me help me,Help me Help me,positive,2,JP,Japanese,Snapchat,2023-09-19 12:56:16
Nice app,lang_jp Nice app,lang_jp nice app,Nice app,positive,2,JP,Japanese,Snapchat,2023-09-19 12:55:22
Vaidik,lang_jp Vaidik,lang_jp vaidik,Vaidik,negative,0,JP,Japanese,Snapchat,2023-09-19 12:54:38
Great experience ✨,lang_jp Great experience ✨,lang_jp great experience ✨,Great experience ✨,positive,2,JP,Japanese,Snapchat,2023-09-19 12:53:41
Kaliamunda,lang_jp Kaliamunda,lang_jp kaliamunda,Kaliamunda,negative,0,JP,Japanese,Snapchat,2023-09-19 12:53:02
Hamayunkhan222,lang_jp Hamayunkhan222,lang_jp hamayunkhan222,Hamayunkhan222,negative,0,JP,Japanese,Snapchat,2023-09-19 12:51:50
I like this app so much 😍😘😊,lang_jp I like this app so much 😍😘😊,lang_jp i like this app so much 😍😘😊,I like this app so much 😍😘😊,positive,2,JP,Japanese,Snapchat,2023-09-19 12:51:10
nice app oh,lang_jp nice app oh,lang_jp nice app oh,nice app oh,negative,0,JP,Japanese,Snapchat,2023-09-19 12:49:22
Or lrryipus egg lpfhfh,lang_jp Or lrryipus egg lpfhfh,lang_jp or lrryipus egg lpfhfh,Or lrryipus egg lpfhfh,negative,0,JP,Japanese,Snapchat,2023-09-19 12:49:19
🥰 nice,lang_jp 🥰 nice,lang_jp 🥰 nice,🥰 nice,positive,2,JP,Japanese,Snapchat,2023-09-19 12:49:08
"ff g try v0m,ex7","lang_jp ff g try v0m,ex7","lang_jp ff g try v0m,ex7","ff g try v0m,ex7",positive,2,JP,Japanese,Snapchat,2023-09-19 12:48:42
Very cheap app,lang_jp Very cheap app,lang_jp very cheap app,Very cheap app,negative,0,JP,Japanese,Snapchat,2023-09-19 12:48:27
This app is so good i like this app,lang_jp This app is so good i like this app,lang_jp this app is so good i like this app,This app is so good i like this app,positive,2,JP,Japanese,Snapchat,2023-09-19 12:47:36
New update added new small resolution of pictures and that's rubbish.... Missing the older one. ☹️🥺,lang_jp New update added new small resolution of pictures and that's rubbish.... Missing the older one. ☹️🥺,lang_jp new update added new small resolution of pictures and that's rubbish.... missing the older one. ☹️🥺,New update added new small resolution of pictures and that's rubbish.... Missing the older one. ☹️🥺,neutral,1,JP,Japanese,Snapchat,2023-09-19 12:44:54
It's a super cool aap and very like it,lang_jp It's a super cool aap and very like it,lang_jp it's a super cool aap and very like it,It's a super cool aap and very like it,positive,2,JP,Japanese,Snapchat,2023-09-19 12:44:19
My is not working,lang_jp My is not working,lang_jp my is not working,My is not working,negative,0,JP,Japanese,Snapchat,2023-09-19 12:44:06
Trash,lang_jp Trash,lang_jp trash,Trash,negative,0,JP,Japanese,Snapchat,2023-09-19 12:43:16
F ञ,lang_jp F ञ,lang_jp f ञ,F ञ,positive,2,JP,Japanese,Snapchat,2023-09-19 12:42:33
Nirajyadavniraj,lang_jp Nirajyadavniraj,lang_jp nirajyadavniraj,Nirajyadavniraj,positive,2,JP,Japanese,Snapchat,2023-09-19 12:42:19
Nice,lang_jp Nice,lang_jp nice,Nice,positive,2,JP,Japanese,Snapchat,2023-09-19 12:41:09
I love this app💗👍,lang_jp I love this app💗👍,lang_jp i love this app💗👍,I love this app💗👍,positive,2,JP,Japanese,Snapchat,2023-09-19 12:40:48
Useless for me,lang_jp Useless for me,lang_jp useless for me,Useless for me,negative,0,JP,Japanese,Snapchat,2023-09-19 12:40:42
👑👑👑👑👑,lang_jp 👑👑👑👑👑,lang_jp 👑👑👑👑👑,👑👑👑👑👑,positive,2,JP,Japanese,Snapchat,2023-09-19 12:38:56
I can't give any stars to this app bloody idiots first you can stop the adds,lang_jp I can't give any stars to this app bloody idiots first you can stop the adds,lang_jp i can't give any stars to this app bloody idiots first you can stop the adds,I can't give any stars to this app bloody idiots first you can stop the adds,negative,0,JP,Japanese,Snapchat,2023-09-19 12:38:02
Realy this app is so beautiful ❤️ I love it photos is so cute 🥰,lang_jp Realy this app is so beautiful ❤️ I love it photos is so cute 🥰,lang_jp realy this app is so beautiful ❤️ i love it photos is so cute 🥰,Realy this app is so beautiful ❤️ I love it photos is so cute 🥰,positive,2,JP,Japanese,Snapchat,2023-09-19 12:37:35
ALl,lang_jp ALl,lang_jp all,ALl,positive,2,JP,Japanese,Snapchat,2023-09-19 12:36:21
Ek bhi ladki reply nahi karati,lang_jp Ek bhi ladki reply nahi karati,lang_jp ek bhi ladki reply nahi karati,Ek bhi ladki reply nahi karati,negative,0,JP,Japanese,Snapchat,2023-09-19 12:36:16
Su par,lang_jp Su par,lang_jp su par,Su par,positive,2,JP,Japanese,Snapchat,2023-09-19 12:36:07
"I face many issues, Sometimes I don't Send streak to other and I didn't received streak of other peoples","lang_jp I face many issues, Sometimes I don't Send streak to other and I didn't received streak of other peoples","lang_jp i face many issues, sometimes i don't send streak to other and i didn't received streak of other peoples","I face many issues, Sometimes I don't Send streak to other and I didn't received streak of other peoples",negative,0,JP,Japanese,Snapchat,2023-09-19 12:34:53
A very buggy experience with my pixel 6a phone. Most times I'm not able to see the previous messages. I have to force close the application and open it again to view the messages.,lang_jp A very buggy experience with my pixel 6a phone. Most times I'm not able to see the previous messages. I have to force close the application and open it again to view the messages.,lang_jp a very buggy experience with my pixel 6a phone. most times i'm not able to see the previous messages. i have to force close the application and open it again to view the messages.,A very buggy experience with my pixel 6a phone. Most times I'm not able to see the previous messages. I have to force close the application and open it again to view the messages.,neutral,1,JP,Japanese,Snapchat,2023-09-19 12:33:47
I cant use filters even though i have updated the apps several time. Please fix this glitch.,lang_jp I cant use filters even though i have updated the apps several time. Please fix this glitch.,lang_jp i cant use filters even though i have updated the apps several time. please fix this glitch.,I cant use filters even though i have updated the apps several time. Please fix this glitch.,neutral,1,JP,Japanese,Snapchat,2023-09-19 12:33:03
he was not opening acc it's showing error while opening waste app dnt download plz,lang_jp he was not opening acc it's showing error while opening waste app dnt download plz,lang_jp he was not opening acc it's showing error while opening waste app dnt download plz,he was not opening acc it's showing error while opening waste app dnt download plz,negative,0,JP,Japanese,Snapchat,2023-09-19 12:31:52
Why I am getting too much ads??,lang_jp Why I am getting too much ads??,lang_jp why i am getting too much ads??,Why I am getting too much ads??,negative,0,JP,Japanese,Snapchat,2023-09-19 12:31:52
Jai shree ram,lang_jp Jai shree ram,lang_jp jai shree ram,Jai shree ram,positive,2,JP,Japanese,Snapchat,2023-09-19 12:31:12
rm. r🇿🇦🇻🇨licb5🇧🇬,lang_jp rm. r🇿🇦🇻🇨licb5🇧🇬,lang_jp rm. r🇿🇦🇻🇨licb5🇧🇬,rm. r🇿🇦🇻🇨licb5🇧🇬,negative,0,JP,Japanese,Snapchat,2023-09-19 12:30:49
Thank f,lang_jp Thank f,lang_jp thank f,Thank f,positive,2,JP,Japanese,Snapchat,2023-09-19 12:30:19
You got a Nn mhmm music 😅 my rr,lang_jp You got a Nn mhmm music 😅 my rr,lang_jp you got a nn mhmm music 😅 my rr,You got a Nn mhmm music 😅 my rr,positive,2,JP,Japanese,Snapchat,2023-09-19 12:27:53
Nice,lang_jp Nice,lang_jp nice,Nice,positive,2,JP,Japanese,Snapchat,2023-09-19 12:27:45
Jabaa hba wa ⭐😎 js wa ah nae vhha ssibje w,lang_jp Jabaa hba wa ⭐😎 js wa ah nae vhha ssibje w,lang_jp jabaa hba wa ⭐😎 js wa ah nae vhha ssibje w,Jabaa hba wa ⭐😎 js wa ah nae vhha ssibje w,neutral,1,JP,Japanese,Snapchat,2023-09-19 12:27:33
Ngwxl F my Jmn never 7,lang_jp Ngwxl F my Jmn never 7,lang_jp ngwxl f my jmn never 7,Ngwxl F my Jmn never 7,positive,2,JP,Japanese,Snapchat,2023-09-19 12:27:19
👍,lang_jp 👍,lang_jp 👍,👍,positive,2,JP,Japanese,Snapchat,2023-09-19 12:27:01
There is the bug in Snapchat my last 2 years memories are not showing,lang_jp There is the bug in Snapchat my last 2 years memories are not showing,lang_jp there is the bug in snapchat my last 2 years memories are not showing,There is the bug in Snapchat my last 2 years memories are not showing,negative,0,JP,Japanese,Snapchat,2023-09-19 12:26:14
Boring lagta ha,lang_jp Boring lagta ha,lang_jp boring lagta ha,Boring lagta ha,negative,0,JP,Japanese,Snapchat,2023-09-19 12:25:24
Rosalia 🥰,lang_jp Rosalia 🥰,lang_jp rosalia 🥰,Rosalia 🥰,positive,2,JP,Japanese,Snapchat,2023-09-19 12:25:19
. Ab you in Online my .,lang_jp . Ab you in Online my .,lang_jp . ab you in online my .,. Ab you in Online my .,negative,0,JP,Japanese,Snapchat,2023-09-19 12:24:55
Add...,lang_jp Add...,lang_jp add...,Add...,positive,2,JP,Japanese,Snapchat,2023-09-19 12:24:23
Good,lang_jp Good,lang_jp good,Good,neutral,1,JP,Japanese,Snapchat,2023-09-19 12:24:04
😆,lang_jp 😆,lang_jp 😆,😆,positive,2,JP,Japanese,Snapchat,2023-09-19 12:23:55
ujmumuu.ymyuuim I jmo,lang_jp ujmumuu.ymyuuim I jmo,lang_jp ujmumuu.ymyuuim i jmo,ujmumuu.ymyuuim I jmo,neutral,1,JP,Japanese,Snapchat,2023-09-19 12:23:40
Cfxtgurrcj see to ghcc jc am hof do he ask you about you guys I have to be my g hi bro what's the only u,lang_jp Cfxtgurrcj see to ghcc jc am hof do he ask you about you guys I have to be my g hi bro what's the only u,lang_jp cfxtgurrcj see to ghcc jc am hof do he ask you about you guys i have to be my g hi bro what's the only u,Cfxtgurrcj see to ghcc jc am hof do he ask you about you guys I have to be my g hi bro what's the only u,negative,0,JP,Japanese,Snapchat,2023-09-19 12:22:55
That's goodd,lang_jp That's goodd,lang_jp that's goodd,That's goodd,positive,2,JP,Japanese,Snapchat,2023-09-19 12:19:01
Good app,lang_jp Good app,lang_jp good app,Good app,positive,2,JP,Japanese,Snapchat,2023-09-19 12:18:25
